aspect,box_area,h,iou,poly_box_ratio,reasons,split,stem,w
6.444,0.002398,0.1243,,1.0,extreme_aspect,train,OHI_datasetIMG_4233_JPG.rf.79648dc1e08f6f6278cb98259a041b59,0.0193
1.337,0.015842,0.1456,,0.8642,touches_boundary,train,OHI_datasetIMG_4247_JPG.rf.469df559b7cdfaf15938a147fcf9c59f,0.1088
1.499,0.018345,0.1658,,0.8533,touches_boundary,train,OHI_datasetIMG_4247_JPG.rf.469df559b7cdfaf15938a147fcf9c59f,0.1106
1.274,0.038436,0.2213,,0.9041,touches_boundary,train,OHI_datasetIMG_4263_JPG.rf.e6a4148a2560c8f4f5dee8b4027f96e6,0.1737
5.609,0.001514,0.0922,,1.0,extreme_aspect,train,OHI_datasetIMG_4264_JPG.rf.7c7fceaf5c827ad11f5098a2d386c8a8,0.0164
1.249,0.02635,0.1814,,0.8025,touches_boundary,train,OHI_datasetIMG_4342_JPG.rf.8927250a76d41f1b3e8793e6fd4026ee,0.1452
1.438,0.019311,0.1666,,0.7819,touches_boundary,train,OHI_datasetIMG_4342_JPG.rf.8927250a76d41f1b3e8793e6fd4026ee,0.1159
1.46,0.017098,0.158,,0.7078,touches_boundary,train,OHI_datasetIMG_4342_JPG.rf.a71b7a87b45893292b58cfce5c5ab08a,0.1082
1.057,0.025973,0.1567,,0.8066,touches_boundary,train,OHI_datasetIMG_4363_JPG.rf.dd212dd43c72a654c745e219979f9793,0.1657
1.014,0.024076,0.1562,,0.7956,touches_boundary,train,OHI_datasetIMG_4363_JPG.rf.dd212dd43c72a654c745e219979f9793,0.1541
1.351,0.048068,0.2549,,0.7531,touches_boundary,train,OHI_datasetIMG_4363_JPG.rf.f12377e52201f1d82112399fb37e49c0,0.1886
1.344,0.017912,0.1552,,0.703,touches_boundary,train,OHI_datasetIMG_4364_JPG.rf.a9be50029d2277633dd8073f7ebde6f1,0.1154
1.339,0.02432,0.1805,,0.7084,touches_boundary,train,OHI_datasetIMG_4364_JPG.rf.a9be50029d2277633dd8073f7ebde6f1,0.1347
1.31,0.038207,0.2237,,0.7045,touches_boundary,train,OHI_datasetIMG_4364_JPG.rf.a9be50029d2277633dd8073f7ebde6f1,0.1708
1.299,0.063463,0.2871,,0.7423,touches_boundary,train,OHI_datasetIMG_4364_JPG.rf.a9be50029d2277633dd8073f7ebde6f1,0.221
1.251,0.059523,0.2729,,0.7158,touches_boundary,train,OHI_datasetIMG_4364_JPG.rf.a9be50029d2277633dd8073f7ebde6f1,0.2181
1.12,0.050441,0.2377,,0.7567,touches_boundary,train,OHI_datasetIMG_4364_JPG.rf.b03dc02071a17457150d0fe8cf8227d2,0.2122
5.226,0.002563,0.1157,,1.0,extreme_aspect,train,OHI_datasetIMG_4415_JPG.rf.124c084607d79fe3f0a1d1719441d04f,0.0221
2.377,0.006473,0.1241,,0.4403,low_polygon_to_box_ratio,train,OHI_datasetIMG_4415_JPG.rf.a1f5a26bb22f630a8c0b1d93af0b6688,0.0522
1.11,0.01488,0.1285,,0.7654,touches_boundary,train,OHI_datasetIMG_4452_JPG.rf.8286b5ead48eb1441d0052a0559862ad,0.1158
1.078,0.01515,0.1278,,0.7797,touches_boundary,train,OHI_datasetIMG_4452_JPG.rf.8286b5ead48eb1441d0052a0559862ad,0.1185
1.412,0.026043,0.1918,,0.7398,touches_boundary,train,OHI_datasetIMG_4452_JPG.rf.8286b5ead48eb1441d0052a0559862ad,0.1358
1.536,0.025769,0.199,,0.8039,touches_boundary,train,OHI_datasetIMG_4452_JPG.rf.8286b5ead48eb1441d0052a0559862ad,0.1295
1.204,0.032554,0.198,,1.0,touches_boundary,train,OHI_datasetIMG_4457_JPG.rf.a196d91bbf04fa847b30a942ec4f3983,0.1644
1.06,0.02887,0.165,,0.8459,touches_boundary,train,OHI_datasetIMG_4457_JPG.rf.a72bcdaea95493218725b370674a738a,0.175
1.172,0.019874,0.1526,,0.9214,touches_boundary,train,OHI_datasetIMG_4473_JPG.rf.e00ee70df05a190224de2aa0286c973d,0.1302
1.253,0.018493,0.1522,,0.917,touches_boundary,train,OHI_datasetIMG_4473_JPG.rf.e00ee70df05a190224de2aa0286c973d,0.1215
5.087,0.001374,0.0836,,1.0,extreme_aspect,train,OHI_datasetIMG_4484_JPG.rf.720d06e0d181e0b6ecd0454e23401313,0.0164
5.088,0.001388,0.084,,1.0,extreme_aspect,train,OHI_datasetIMG_4484_JPG.rf.bd23d7f9409cbfd86ccdedc60ff8b4b7,0.0165
1.285,0.01812,0.1526,,0.7994,touches_boundary,train,OHI_datasetIMG_4490_JPG.rf.a27395e2c7d0bc71439aaaf0da99dd37,0.1188
1.643,0.015979,0.162,,0.7563,touches_boundary,train,OHI_datasetIMG_4490_JPG.rf.a27395e2c7d0bc71439aaaf0da99dd37,0.0986
1.1,0.011013,0.1001,,0.8584,touches_boundary,train,OHI_datasetIMG_4490_JPG.rf.be7ada185a70a0954254405f14756b5c,0.1101
1.664,0.006863,0.0642,,0.8696,touches_boundary,train,OHI_datasetIMG_4490_JPG.rf.be7ada185a70a0954254405f14756b5c,0.1069
1.129,0.006666,0.0769,,0.8676,touches_boundary,train,OHI_datasetIMG_4490_JPG.rf.be7ada185a70a0954254405f14756b5c,0.0867
1.275,0.018915,0.1553,,0.8443,touches_boundary,train,OHI_datasetIMG_4490_JPG.rf.be7ada185a70a0954254405f14756b5c,0.1218
1.52,0.023448,0.1888,,0.6982,touches_boundary,train,OHI_datasetIMG_4510_JPG.rf.4fdea875e0b6fa8fa97ea00b9902f35f,0.1242
1.274,0.022028,0.1675,,0.6571,touches_boundary,train,OHI_datasetIMG_4510_JPG.rf.85836cc2a16fbf8839711aa122cfce72,0.1315
3.0,0.00081,0.0493,,1.0,extremely_small,train,OHI_datasetIMG_4517_JPG.rf.2327f0db52b62f6fdbb7641b8545fd7b,0.0164
5.415,0.004646,0.1586,,1.0,extreme_aspect,train,OHI_datasetIMG_4529_JPG.rf.b3aa605a981719e72e72a9bcf2da591f,0.0293
1.364,0.018827,0.1602,,0.6438,touches_boundary,train,OHI_datasetIMG_4557_JPG.rf.41603cf0a95b346318c8f57d91b4bb31,0.1175
1.797,0.002197,0.035,,1.0,touches_boundary,train,OHI_datasetIMG_4557_JPG.rf.e0ecda817ca917cf007afcd9758d03bd,0.0628
1.102,0.007,0.0878,,1.0,touches_boundary,train,OHI_datasetIMG_4557_JPG.rf.e0ecda817ca917cf007afcd9758d03bd,0.0797
2.022,0.001343,0.0258,,1.0,touches_boundary,train,OHI_datasetIMG_4557_JPG.rf.e0ecda817ca917cf007afcd9758d03bd,0.0521
1.645,0.002284,0.0373,,1.0,touches_boundary,train,OHI_datasetIMG_4557_JPG.rf.e0ecda817ca917cf007afcd9758d03bd,0.0613
1.142,0.007114,0.0901,,1.0,touches_boundary,train,OHI_datasetIMG_4557_JPG.rf.e0ecda817ca917cf007afcd9758d03bd,0.0789
1.356,0.045284,0.2478,,0.863,touches_boundary,train,OHI_datasetIMG_4638_JPG.rf.c31c442a237ba239ea4cee3f4652fa2d,0.1828
5.538,0.001911,0.1029,,1.0,extreme_aspect,train,OHI_datasetIMG_4648_JPG.rf.8ddce0b082de567447e426d7f1243fbe,0.0186
5.568,0.007496,0.2043,,1.0,extreme_aspect,train,OHI_datasetIMG_4666_JPG.rf.310440bea54c5d9b2cb026bee54afe32,0.0367
3.624,0.018816,0.2611,,0.885,touches_boundary,train,OHI_datasetIMG_4672_JPG.rf.345d114dfca2a1d77074acaef1817089,0.0721
2.654,0.02482,0.2566,,0.6081,touches_boundary,train,OHI_datasetIMG_4672_JPG.rf.5f598d23788ec7689c47f36aec037797,0.0967
5.306,0.004446,0.0289,,0.5891,extreme_aspect;touches_boundary,train,OHI_datasetIMG_4683_JPG.rf.66df367569c071bc3b945353ed6e89ce,0.1536
5.35,0.002458,0.1147,,1.0,extreme_aspect,train,OHI_datasetIMG_4685_JPG.rf.11c597fb7ef653f01a3a02a88e7ea886,0.0214
5.176,0.006873,0.1886,,1.0,extreme_aspect,train,OHI_datasetIMG_4691_JPG.rf.6053b341018c66c9a1f79d99daf5989b,0.0364
5.263,0.010907,0.2396,,1.0,extreme_aspect,train,OHI_datasetIMG_4700_JPG.rf.1124e05f52d50b127f791e2bf7762b9e,0.0455
1.582,0.013044,0.1436,,0.7875,touches_boundary,train,OHI_datasetIMG_4700_JPG.rf.436cc39756f9d3302eb0c04e5e6fe6e6,0.0908
1.59,0.01753,0.167,,0.8458,touches_boundary,train,OHI_datasetIMG_4702_JPG.rf.7083b9e6656f26f71f1f6e46f200c60c,0.105
1.389,0.015887,0.1485,,0.8498,touches_boundary,train,OHI_datasetIMG_4702_JPG.rf.ae07c201d17804f87d7c22bc019c4b8f,0.107
1.224,0.020313,0.1577,,0.8713,touches_boundary,train,OHI_datasetIMG_4702_JPG.rf.ae07c201d17804f87d7c22bc019c4b8f,0.1288
6.627,0.003238,0.1465,,1.0,extreme_aspect,train,OHI_datasetIMG_4713_JPG.rf.d7d51e18d835265424ab4b32f08ac7cd,0.0221
1.01,0.040938,0.2033,,0.737,touches_boundary,train,OHI_datasetIMG_4724_JPG.rf.b53e1df9b2fd6cb0a6cbfba142a00801,0.2014
1.059,0.037677,0.1997,,0.7303,touches_boundary,train,OHI_datasetIMG_4724_JPG.rf.b53e1df9b2fd6cb0a6cbfba142a00801,0.1887
2.765,0.048098,0.3647,,0.6825,touches_boundary,train,OHI_datasetIMG_4724_JPG.rf.b53e1df9b2fd6cb0a6cbfba142a00801,0.1319
1.231,0.047568,0.242,,0.7081,touches_boundary,train,OHI_datasetIMG_4724_JPG.rf.b53e1df9b2fd6cb0a6cbfba142a00801,0.1966
1.012,0.058145,0.2426,,0.7366,touches_boundary,train,OHI_datasetIMG_4724_JPG.rf.b53e1df9b2fd6cb0a6cbfba142a00801,0.2397
1.357,0.062468,0.2911,,0.7502,touches_boundary,train,OHI_datasetIMG_4803_JPG.rf.757f91738673da400ea13f6c3305e36e,0.2146
1.158,0.023636,0.1429,,0.7921,touches_boundary,train,OHI_datasetIMG_4803_JPG.rf.757f91738673da400ea13f6c3305e36e,0.1654
1.285,0.060429,0.2787,,0.7306,touches_boundary,train,OHI_datasetIMG_4803_JPG.rf.9bdca6cf535956dad91e78c0cce97417,0.2168
1.113,0.023886,0.1465,,0.7607,touches_boundary,train,OHI_datasetIMG_4803_JPG.rf.9bdca6cf535956dad91e78c0cce97417,0.1631
1.188,0.015671,0.1364,,0.7109,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ca1adb76da45b4dc5050ffd878f6994d,0.1149
1.189,0.017314,0.1435,,0.7148,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ca1adb76da45b4dc5050ffd878f6994d,0.1207
1.317,0.02475,0.1805,,0.6836,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ca1adb76da45b4dc5050ffd878f6994d,0.1371
1.866,0.031631,0.243,,0.6916,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ca1adb76da45b4dc5050ffd878f6994d,0.1302
1.221,0.013959,0.1305,,0.7051,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ca1adb76da45b4dc5050ffd878f6994d,0.1069
1.329,0.019713,0.1619,,0.692,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ca1adb76da45b4dc5050ffd878f6994d,0.1218
1.167,0.015785,0.1357,,0.6843,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ea80afbc81c20edf2dc33b4f1f29f668,0.1163
1.152,0.01716,0.1406,,0.6882,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ea80afbc81c20edf2dc33b4f1f29f668,0.1221
1.26,0.024249,0.1748,,0.6644,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ea80afbc81c20edf2dc33b4f1f29f668,0.1387
1.813,0.031557,0.2392,,0.6613,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ea80afbc81c20edf2dc33b4f1f29f668,0.1319
1.214,0.014312,0.1318,,0.6766,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ea80afbc81c20edf2dc33b4f1f29f668,0.1086
1.321,0.020511,0.1646,,0.6565,touches_boundary,train,OHI_datasetIMG_4804_JPG.rf.ea80afbc81c20edf2dc33b4f1f29f668,0.1246
5.872,0.002611,0.1238,,1.0,extreme_aspect,train,OHI_datasetIMG_4809_JPG.rf.855c5513a223104eb0de82230f22b0bc,0.0211
1.502,0.01535,0.1519,,0.9667,touches_boundary,train,OHI_datasetIMG_4813_JPG.rf.833d95a096436235e36860c1e0817b89,0.1011
1.026,0.010965,0.1034,,0.9746,touches_boundary,train,OHI_datasetIMG_4813_JPG.rf.833d95a096436235e36860c1e0817b89,0.1061
1.095,0.040147,0.2097,,0.727,touches_boundary,train,OHI_datasetIMG_4826_JPG.rf.1421623ca45da95b9d4b2f3c539b73e9,0.1915
1.333,0.026271,0.1872,,0.6445,touches_boundary,train,OHI_datasetIMG_4827_JPG.rf.7a05774022441cbf293ee9e29fbfc124,0.1404
1.351,0.030878,0.2042,,0.6502,touches_boundary,train,OHI_datasetIMG_4827_JPG.rf.7a05774022441cbf293ee9e29fbfc124,0.1512
1.783,0.042913,0.2766,,0.6977,touches_boundary,train,OHI_datasetIMG_4827_JPG.rf.7a05774022441cbf293ee9e29fbfc124,0.1551
1.515,0.021298,0.1796,,0.7878,touches_boundary,train,OHI_datasetIMG_4827_JPG.rf.86815e02a42ed6a6f03d951ed2085e00,0.1186
1.301,0.027038,0.1876,,0.8198,touches_boundary,train,OHI_datasetIMG_4827_JPG.rf.86815e02a42ed6a6f03d951ed2085e00,0.1441
1.382,0.038374,0.2303,,0.8117,touches_boundary,train,OHI_datasetIMG_4827_JPG.rf.86815e02a42ed6a6f03d951ed2085e00,0.1666
2.509,0.014091,0.188,,0.4072,low_polygon_to_box_ratio,train,OHI_datasetIMG_4838_JPG.rf.0da19237402eb70c6f5a95f968aec778,0.0749
6.038,0.004931,0.1725,,1.0,extreme_aspect,train,OHI_datasetIMG_4838_JPG.rf.84a86c557ad65810bf3729d17159899e,0.0286
1.025,0.028572,0.1669,,0.8072,touches_boundary,train,OHI_datasetIMG_4842_JPG.rf.b72820ddb933cdb616bf7a92cf3430ef,0.1711
1.185,0.032897,0.1974,,0.7129,touches_boundary,train,OHI_datasetIMG_4842_JPG.rf.f9cfd2f1419895120455785442f371ff,0.1666
2.177,0.023559,0.2265,,0.9182,touches_boundary,train,OHI_datasetIMG_4844_JPG.rf.90106d66be2728f5f62047fca4f95906,0.104
1.665,0.025313,0.2053,,0.7571,touches_boundary,train,OHI_datasetIMG_4844_JPG.rf.fe42f2db2a8d946bebd2c7c4b1dd16e1,0.1233
1.277,0.054425,0.2636,,0.8159,touches_boundary,train,OHI_datasetIMG_4844_JPG.rf.fe42f2db2a8d946bebd2c7c4b1dd16e1,0.2065
2.76,0.005183,0.1196,,0.4375,low_polygon_to_box_ratio,train,OHI_datasetIMG_4928_JPG.rf.6aa2981d36f9bf41831415b3e25a6d0e,0.0433
2.851,0.004486,0.1131,,0.418,low_polygon_to_box_ratio,train,OHI_datasetIMG_4928_JPG.rf.6aa2981d36f9bf41831415b3e25a6d0e,0.0397
2.638,0.005354,0.1188,,0.4192,low_polygon_to_box_ratio,train,OHI_datasetIMG_4928_JPG.rf.cb0d7bb07f65d2c35e3c233ee0c2adc8,0.045
2.721,0.004641,0.1124,,0.4,low_polygon_to_box_ratio,train,OHI_datasetIMG_4928_JPG.rf.cb0d7bb07f65d2c35e3c233ee0c2adc8,0.0413
6.16,0.002198,0.1163,,1.0,extreme_aspect,train,OHI_datasetIMG_4928_JPG.rf.d92b4eb856f14179b8839a8d6fb5e047,0.0189
6.695,0.001818,0.1103,,1.0,extreme_aspect,train,OHI_datasetIMG_4928_JPG.rf.d92b4eb856f14179b8839a8d6fb5e047,0.0165
2.006,0.00076,0.039,,0.7087,extremely_small,train,OHI_datasetIMG_4935_JPG.rf.9d8c2d158f77d03737fd136ca8fa549f,0.0195
2.598,0.000511,0.0365,,1.0,extremely_small,train,OHI_datasetIMG_4935_JPG.rf.c1dc82a2a49ae4f7e8afb0aa356809df,0.014
1.903,0.000942,0.0424,,0.6621,extremely_small,train,OHI_datasetIMG_4935_JPG.rf.f4dfe55e34edc3dc515e9527f3c3eff6,0.0223
5.545,0.011465,0.2521,,1.0,extreme_aspect,train,OHI_datasetIMG_4986_JPG.rf.fc7e39c370e606ef8a55cdaab3f54680,0.0455
5.543,0.011321,0.2505,,1.0,extreme_aspect,train,OHI_datasetIMG_4986_JPG.rf.fc7e39c370e606ef8a55cdaab3f54680,0.0452
6.173,0.00507,0.1769,,1.0,extreme_aspect,train,OHI_datasetIMG_4986_JPG.rf.fc7e39c370e606ef8a55cdaab3f54680,0.0287
5.071,0.01402,0.2666,,0.9092,extreme_aspect,train,OHI_datasetIMG_4986_JPG.rf.ff517f867026b0654510983588dc4dc4,0.0526
5.069,0.013843,0.2649,,0.9092,extreme_aspect,train,OHI_datasetIMG_4986_JPG.rf.ff517f867026b0654510983588dc4dc4,0.0523
5.587,0.00626,0.187,,0.9005,extreme_aspect,train,OHI_datasetIMG_4986_JPG.rf.ff517f867026b0654510983588dc4dc4,0.0335
1.714,0.0008,0.037,,1.0,extremely_small,train,OHI_datasetIMG_4994_JPG.rf.85cf83ba18758de16977a2529a7192fb,0.0216
2.372,0.011837,0.1676,,0.4415,low_polygon_to_box_ratio,train,OHI_datasetIMG_5009_JPG.rf.6c18a412e43ac49f63f221ec0a0e5b51,0.0706
5.197,0.004231,0.1483,,1.0,extreme_aspect,train,OHI_datasetIMG_5009_JPG.rf.6dd6303d1ba75ab183e37eb6f6c47c31,0.0285
2.372,0.011552,0.1655,,0.4415,low_polygon_to_box_ratio,train,OHI_datasetIMG_5009_JPG.rf.f5e557b78f1f42d5ab74d08aaa434d3e,0.0698
2.029,0.01384,0.1676,,0.6437,touches_boundary,train,OHI_datasetIMG_5020_JPG.rf.3847505fe8e1bf46b4bfbec7e50a7272,0.0826
1.284,0.051236,0.2565,,0.6644,touches_boundary,train,OHI_datasetIMG_5021_JPG.rf.5566e174fbb15c9fc344cd918b4a2ada,0.1997
1.272,0.052901,0.2594,,0.6671,touches_boundary,train,OHI_datasetIMG_5021_JPG.rf.b708437fc84c4e1d7c5db047cd6f4e11,0.204
1.564,0.038358,0.245,,0.6268,touches_boundary,train,OHI_datasetIMG_5021_JPG.rf.b708437fc84c4e1d7c5db047cd6f4e11,0.1566
1.816,0.048569,0.297,,0.7477,touches_boundary,train,OHI_datasetIMG_5022_JPG.rf.17b6ae5856c05396599ef575a2d1ad16,0.1636
4.069,0.005988,0.1561,,0.8857,touches_boundary,train,OHI_datasetIMG_5053_JPG.rf.e4fdb2914d30fe1e90180bdd121bc6e5,0.0384
1.171,0.018835,0.1485,,0.9073,touches_boundary,train,OHI_datasetIMG_5053_JPG.rf.e4fdb2914d30fe1e90180bdd121bc6e5,0.1268
1.312,0.033352,0.2092,,0.7327,touches_boundary,train,OHI_datasetIMG_5054_JPG.rf.d45315af97ac65d1e54bcfce04079436,0.1594
5.042,0.004221,0.1459,,1.0,extreme_aspect,train,OHI_datasetIMG_5060_JPG.rf.2e8e36cf5eeec42c0841531023526edd,0.0289
1.248,0.040205,0.224,,0.7384,touches_boundary,train,OHI_datasetIMG_5061_JPG.rf.6b3e69ae6335b9987fa37249b3430a15,0.1795
5.136,0.003935,0.1422,,1.0,extreme_aspect,train,OHI_datasetIMG_5067_JPG.rf.f1e782d4a0c551c7d65c38b395f7fda8,0.0277
1.044,0.028647,0.1729,,0.7659,touches_boundary,train,OHI_datasetIMG_5101_JPG.rf.4792f4860fc0d88e9e87acd2712c3f6d,0.1657
1.361,0.031929,0.2085,,0.748,touches_boundary,train,OHI_datasetIMG_5101_JPG.rf.6f1c576d4574194e7356ebc94811880a,0.1532
1.339,0.021999,0.1716,,0.7289,touches_boundary,train,OHI_datasetIMG_5101_JPG.rf.6f1c576d4574194e7356ebc94811880a,0.1282
1.318,0.025156,0.1381,,0.8033,touches_boundary,train,OHI_datasetIMG_5101_JPG.rf.6f1c576d4574194e7356ebc94811880a,0.1821
1.151,0.048,0.2351,,0.791,touches_boundary,train,OHI_datasetIMG_5102_JPG.rf.90112452961eb7cba4dcf098fa3daef8,0.2042
2.406,0.006363,0.0514,,0.7872,touches_boundary,train,OHI_datasetIMG_5102_JPG.rf.90112452961eb7cba4dcf098fa3daef8,0.1237
1.151,0.048606,0.2366,,0.7716,touches_boundary,train,OHI_datasetIMG_5102_JPG.rf.ecc17e50d455427df43ed3d125f75d36,0.2055
2.219,0.006834,0.0555,,0.7782,touches_boundary,train,OHI_datasetIMG_5102_JPG.rf.ecc17e50d455427df43ed3d125f75d36,0.1232
1.291,0.035561,0.2143,,0.7985,touches_boundary,train,OHI_datasetIMG_5123_JPG.rf.4cd79561f80bacf2302f94ce8cfa5a09,0.1659
1.24,0.045149,0.2367,,0.7864,touches_boundary,train,OHI_datasetIMG_5123_JPG.rf.4cd79561f80bacf2302f94ce8cfa5a09,0.1908
1.219,0.035557,0.2082,,0.8047,touches_boundary,train,OHI_datasetIMG_5123_JPG.rf.4cd79561f80bacf2302f94ce8cfa5a09,0.1708
1.023,0.031885,0.1806,,0.7236,touches_boundary,train,OHI_datasetIMG_5123_JPG.rf.4d7f7b1473264b3dfeb11b6cdecad582,0.1765
1.27,0.052283,0.2577,,0.7349,touches_boundary,train,OHI_datasetIMG_5123_JPG.rf.4d7f7b1473264b3dfeb11b6cdecad582,0.2029
1.109,0.04176,0.2152,,0.7059,touches_boundary,train,OHI_datasetIMG_5123_JPG.rf.4d7f7b1473264b3dfeb11b6cdecad582,0.194
1.969,0.021656,0.2065,,0.8886,touches_boundary,train,OHI_datasetIMG_5124_JPG.rf.da601e220191c980220bb9f5627deb67,0.1049
1.706,0.016472,0.1676,,0.8935,touches_boundary,train,OHI_datasetIMG_5124_JPG.rf.da601e220191c980220bb9f5627deb67,0.0983
1.398,0.058027,0.2848,,0.7516,touches_boundary,train,OHI_datasetIMG_5124_JPG.rf.f24c1edd5753d94a49fe6409fad11299,0.2037
2.041,0.019051,0.1972,,0.8073,touches_boundary,train,OHI_datasetIMG_5142_JPG.rf.020d6e5be303220fa0485628611fde7f,0.0966
4.313,0.000763,0.0574,,1.0,extremely_small,train,OHI_datasetIMG_5176_JPG.rf.5cca42d210ac66da38dbe7ab49adc470,0.0133
4.313,0.000909,0.0626,,1.0,extremely_small,train,OHI_datasetIMG_5176_JPG.rf.b640bc046060139d5abc28eb5fd35099,0.0145
1.175,0.030946,0.1623,,0.7268,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.1a74ad0cbf3c9d96c96454a44a60c291,0.1907
1.153,0.040065,0.215,,0.6877,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.1a74ad0cbf3c9d96c96454a44a60c291,0.1864
1.726,0.057571,0.3152,,0.7298,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.1a74ad0cbf3c9d96c96454a44a60c291,0.1826
1.482,0.010013,0.1218,,0.7352,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.1a74ad0cbf3c9d96c96454a44a60c291,0.0822
1.363,0.05115,0.2641,,0.7884,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.3354797cafd3298dd1b296801f589dc7,0.1937
1.296,0.055537,0.2683,,0.797,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.3354797cafd3298dd1b296801f589dc7,0.207
2.096,0.010232,0.0699,,0.8207,touches_boundary,train,OHI_datasetIMG_5190_JPG.rf.3354797cafd3298dd1b296801f589dc7,0.1464
1.692,0.031667,0.2315,,0.8698,touches_boundary,train,OHI_datasetIMG_5197_JPG.rf.3106f7b50781c3194389261c473e6f98,0.1368
1.496,0.028862,0.2078,,0.876,touches_boundary,train,OHI_datasetIMG_5197_JPG.rf.3106f7b50781c3194389261c473e6f98,0.1389
1.338,0.026803,0.1893,,0.8396,touches_boundary,train,OHI_datasetIMG_5197_JPG.rf.afcbb1c758bab9f5720e7ed29d5bfc4a,0.1416
1.44,0.030061,0.208,,0.8315,touches_boundary,train,OHI_datasetIMG_5197_JPG.rf.afcbb1c758bab9f5720e7ed29d5bfc4a,0.1445
1.187,0.024113,0.1692,,0.8351,touches_boundary,train,OHI_datasetIMG_5197_JPG.rf.afcbb1c758bab9f5720e7ed29d5bfc4a,0.1425
2.495,0.00083,0.0455,,0.7305,extremely_small,train,OHI_datasetIMG_5201_JPG.rf.1dbeefdf555b186d9bc7764871df04cc,0.0182
3.239,0.000588,0.0436,,1.0,extremely_small,train,OHI_datasetIMG_5201_JPG.rf.1df346d9470c2168c0930aff9d97640c,0.0135
2.592,0.000864,0.0473,,0.7645,extremely_small,train,OHI_datasetIMG_5201_JPG.rf.c739240eb48fbad0b08231d027c98e34,0.0183
1.375,0.015617,0.1066,,0.8438,touches_boundary,train,OHI_datasetIMG_5212_JPG.rf.29ca3bce12d6c36a3cab1d3363f4a331,0.1466
1.103,0.019529,0.1467,,0.8354,touches_boundary,train,OHI_datasetIMG_5212_JPG.rf.29ca3bce12d6c36a3cab1d3363f4a331,0.1331
1.414,0.01577,0.1056,,0.8662,touches_boundary,train,OHI_datasetIMG_5212_JPG.rf.72e734fd90f2eb7c2b31a4401b54aaee,0.1493
1.4,0.015591,0.1055,,0.8715,touches_boundary,train,OHI_datasetIMG_5212_JPG.rf.72e734fd90f2eb7c2b31a4401b54aaee,0.1478
1.071,0.021213,0.1507,,0.8582,touches_boundary,train,OHI_datasetIMG_5212_JPG.rf.72e734fd90f2eb7c2b31a4401b54aaee,0.1407
5.031,0.003328,0.1294,,1.0,extreme_aspect,train,OHI_datasetIMG_5215_JPG.rf.6d47e152aee0bfd50d1c2ce896820ee7,0.0257
1.028,0.019256,0.1407,,0.9422,touches_boundary,train,OHI_datasetIMG_5233_JPG.rf.5e4f2400b954640be113afd95f4df6b4,0.1369
1.03,0.018954,0.1397,,0.9494,touches_boundary,train,OHI_datasetIMG_5233_JPG.rf.5e4f2400b954640be113afd95f4df6b4,0.1357
1.248,0.016573,0.1152,,0.8135,touches_boundary,train,OHI_datasetIMG_5233_JPG.rf.a0ff30b024dce6df07eb6b145f62e517,0.1438
1.373,0.014661,0.1033,,0.8196,touches_boundary,train,OHI_datasetIMG_5233_JPG.rf.a0ff30b024dce6df07eb6b145f62e517,0.1419
1.018,0.030224,0.1754,,0.8037,touches_boundary,train,OHI_datasetIMG_5233_JPG.rf.a0ff30b024dce6df07eb6b145f62e517,0.1723
1.568,0.039828,0.2499,,0.9364,touches_boundary,train,OHI_datasetIMG_5249_JPG.rf.9359d664fc083f2097eb1a5409d0a5d0,0.1594
5.039,0.003029,0.0245,,0.8213,extreme_aspect,train,OHI_datasetIMG_5249_JPG.rf.9359d664fc083f2097eb1a5409d0a5d0,0.1235
1.329,0.008991,0.0822,,0.9529,touches_boundary,train,OHI_datasetIMG_5249_JPG.rf.9359d664fc083f2097eb1a5409d0a5d0,0.1093
1.313,0.008744,0.0816,,0.91,touches_boundary,train,OHI_datasetIMG_5249_JPG.rf.ce6b1286993a5fd699fbad78ca7cc2c7,0.1072
1.147,0.010181,0.1081,,0.973,touches_boundary,train,OHI_datasetIMG_5250_JPG.rf.e7617b1677262fe711b9fd6dc5fd91ac,0.0942
1.744,0.023596,0.2029,,0.8668,touches_boundary,train,OHI_datasetIMG_5250_JPG.rf.fcf509add27af7d0b84740a5969bb4ea,0.1163
1.492,0.029826,0.211,,0.9649,touches_boundary,train,OHI_datasetIMG_5265_JPG.rf.d6ea1ce5d88c427c9a83ce0070717c72,0.1414
